acc	ApApos2	ApAbridge	ApCpos2	ApCbridge	ApGpos1	ApGpos2	ApGbridge	ApTpos2	ApTbridge	CpApos2	CpAbridge	CpCpos2	CpCbridge	CpGpos1	CpGpos2	CpGbridge	CpTpos1	CpTpos2	CpTbridge	GpApos2	GpAbridge	GpCpos2	GpCbridge	GpGpos2	GpGbridge	GpTpos2	GpTbridge	TpApos2	TpAbridge	TpCpos1	TpCpos2	TpCbridge	TpGpos2	TpGbridge	TpTpos1	TpTpos2	TpTbridge
GU644659	0.393939394	0.281068568	0.395061728	0.084174864	0.413009721	0.606060606	0.338829179	0.604938272	0.278724535	0.35699249	0.172658202	0.178866693	0.120537455	0.260869565	0.067559144	0.10043197	0.515151515	0.301338716	0.205124183	0.409910267	0.207363333	0.09267336	0.080522676	0.318016928	0.314634305	0.15459203	0.156160155	0.245293438	0.09570956	0.771428571	0.212176294	0.304641635	0.482789962	0.367194405	0.616759406	0.211222905	0.149234119
GU644660	0.378787879	0.273402524	0.395061728	0.084399162	0.414065819	0.621212121	0.317761578	0.604938272	0.278137484	0.342461173	0.172881869	0.193594414	0.128943736	0.260869565	0.067578212	0.126730346	0.545454545	0.301367319	0.201805016	0.410106819	0.215424279	0.092905355	0.081134973	0.317993214	0.314839425	0.154886653	0.155569847	0.245261233	0.096027912	0.771428571	0.223304158	0.305889342	0.4829532	0.360962754	0.592420597	0.201529222	0.145792443
GU644661	0.378787879	0.267164099	0.395061728	0.089749385	0.4135349	0.621212121	0.312124995	0.604938272	0.284552924	0.335147269	0.165416745	0.208162709	0.130578907	0.260869565	0.074875178	0.136087968	0.515151515	0.286757363	0.198268846	0.409985346	0.221979419	0.092822693	0.074691274	0.318027625	0.320706791	0.154774355	0.14971315	0.255431447	0.103142611	0.771428571	0.207094749	0.286941413	0.469780184	0.351126464	0.616176759	0.216906611	0.165313908
GU644662	0.378787879	0.267225192	0.395061728	0.084320645	0.414300243	0.621212121	0.307276499	0.604938272	0.278281741	0.327847207	0.170630264	0.220053332	0.142422588	0.260869565	0.082179459	0.131769713	0.545454545	0.274877117	0.198633437	0.410120911	0.222082427	0.088929087	0.08106766	0.318053084	0.325933872	0.158895599	0.155720231	0.245203518	0.09828196	0.771428571	0.211236	0.292521956	0.483089309	0.355807207	0.592813341	0.213253266	0.149028337
GU644663	0.388059701	0.267364328	0.4	0.084405922	0.414329143	0.611940299	0.321689694	0.6	0.278183988	0.342418362	0.172947548	0.193473909	0.128755659	0.260869565	0.067562356	0.12718292	0.545454545	0.301343535	0.198415321	0.380555524	0.222264842	0.09205337	0.081070006	0.352818768	0.312919129	0.15350635	0.155731688	0.248639798	0.096074041	0.771428571	0.220997742	0.305516868	0.473785628	0.357789888	0.592640203	0.207081972	0.148888905
GU644664	0.378787879	0.267149283	0.407407407	0.084403507	0.414644835	0.621212121	0.307235057	0.592592593	0.246064232	0.32330213	0.175214729	0.220121045	0.113773903	0.260869565	0.074892673	0.1362573	0.545454545	0.286758393	0.210321934	0.410185863	0.222065245	0.077633302	0.081299178	0.318034665	0.32601957	0.170392261	0.155475365	0.231370063	0.093873988	0.771428571	0.215468912	0.3219498	0.500907298	0.351810237	0.592114635	0.20960885	0.148903845
GU644665	0.363636364	0.262761199	0.395061728	0.084193884	0.413945934	0.636363636	0.317790278	0.604938272	0.278555931	0.330254102	0.172992045	0.194968093	0.128669016	0.260869565	0.075422459	0.119452678	0.545454545	0.303573666	0.198353047	0.410039757	0.227107461	0.092863632	0.08083232	0.318076097	0.314762902	0.154831177	0.155957888	0.253055975	0.096002598	0.771428571	0.211064854	0.305825876	0.483035115	0.367804522	0.593598921	0.210140632	0.149219104
GU644666	0.378787879	0.273444498	0.395061728	0.084328479	0.414094217	0.621212121	0.31777522	0.604938272	0.272391496	0.342454487	0.172860359	0.193575594	0.128862613	0.260869565	0.067575736	0.126695191	0.545454545	0.301363604	0.198591411	0.394587503	0.215398013	0.092898335	0.081042848	0.333299045	0.314817227	0.154877714	0.161797725	0.245232861	0.095992612	0.771428571	0.219186545	0.305914248	0.483007697	0.360860535	0.592813341	0.205336779	0.149017009
GU644667	0.378787879	0.267129731	0.395061728	0.084159197	0.41372718	0.621212121	0.317743169	0.604938272	0.268495702	0.327852444	0.162027863	0.208209224	0.130662158	0.260869565	0.082189127	0.136114264	0.545454545	0.28675788	0.198420787	0.431452161	0.221901739	0.082515576	0.080806199	0.296927349	0.314772535	0.165204295	0.155935841	0.234714347	0.106537691	0.771428571	0.207086653	0.304000939	0.482926251	0.351297037	0.5936835	0.223396953	0.157606646
GU644668	0.363636364	0.267229108	0.407407407	0.084257429	0.414122532	0.636363636	0.312148545	0.592592593	0.278419033	0.335146495	0.167752119	0.208159227	0.1307787	0.260869565	0.074874521	0.140502825	0.515151515	0.286757325	0.195371386	0.410080403	0.222045013	0.092891248	0.080950287	0.318064571	0.320755276	0.154868686	0.155839223	0.245204456	0.101043518	0.771428571	0.207159468	0.28729097	0.483062224	0.346914746	0.615805776	0.217052462	0.168418602
GU644669	0.378787879	0.273384888	0.395061728	0.084281043	0.413504176	0.621212121	0.328262722	0.604938272	0.278409344	0.34245577	0.172753726	0.193579205	0.128691326	0.260869565	0.067576211	0.11947419	0.545454545	0.301364317	0.198367696	0.431454392	0.215323957	0.092829983	0.080876253	0.29686102	0.303657674	0.154783638	0.155792597	0.24529247	0.095861743	0.771428571	0.212602605	0.305525307	0.482817191	0.367879579	0.593206115	0.211711466	0.14908989
GU644670	0.363636364	0.267221951	0.419753086	0.084383537	0.398647517	0.636363636	0.322657205	0.580246914	0.278144053	0.342455915	0.167827842	0.208186383	0.131051346	0.304347826	0.07487965	0.140580945	0.515151515	0.279454241	0.198772472	0.410161282	0.228783522	0.092945999	0.081184443	0.318041635	0.309710123	0.15494307	0.155600911	0.24520258	0.085301835	0.771428571	0.207383704	0.304966247	0.483116371	0.347154311	0.615063897	0.217381569	0.165202041
GU644671	0.409090909	0.270463638	0.395061728	0.084161736	0.412948004	0.590909091	0.317741813	0.604938272	0.314812818	0.347029636	0.169044468	0.181681627	0.108647115	0.260869565	0.062994497	0.136056304	0.545454545	0.313242591	0.191300496	0.409890483	0.218323307	0.092753761	0.080615275	0.317990558	0.314696191	0.154679487	0.118611824	0.245323734	0.099275327	0.771428571	0.213518043	0.316026373	0.482680902	0.350953657	0.593991758	0.210271351	0.164629354
GU644676	0.388059701	0.28029282	0.3875	0.067458378	0.413343252	0.611940299	0.32723095	0.6125	0.291795494	0.315948661	0.165437068	0.208116533	0.12602027	0.260869565	0.094054803	0.129431346	0.545454545	0.28675685	0.209091136	0.446922348	0.208088565	0.092766163	0.099237018	0.281610338	0.30691937	0.154707531	0.142154059	0.269295251	0.103114546	0.771428571	0.209139737	0.307632661	0.451901301	0.355332582	0.593513744	0.214858148	0.138141375
GU644677	0.358208955	0.272564231	0.3875	0.080853401	0.414178083	0.641791045	0.311262524	0.6125	0.291766378	0.315919185	0.165560506	0.208025056	0.121551977	0.260869565	0.094046672	0.129412138	0.545454545	0.286755834	0.209176866	0.410099342	0.216704217	0.092812068	0.099380058	0.318091129	0.323895347	0.15478296	0.142220437	0.279699248	0.103284672	0.771428571	0.206523582	0.299814709	0.45227479	0.355262922	0.593427967	0.210823975	0.138090431
GU644684	0.393939394	0.284897123	0.395061728	0.084190889	0.412900218	0.606060606	0.322426138	0.604938272	0.27858778	0.335165721	0.159303664	0.200937744	0.127309214	0.260869565	0.074890863	0.137057084	0.545454545	0.294066289	0.19825326	0.409887623	0.210916676	0.092797217	0.080708147	0.317959392	0.291596393	0.154727312	0.155873716	0.266921629	0.102272911	0.771428571	0.205845056	0.306682257	0.449342706	0.379465801	0.5936835	0.230117317	0.149230651
GU644689	0.409090909	0.286208822	0.395061728	0.084190889	0.412900218	0.590909091	0.3255401	0.604938272	0.27858778	0.335165721	0.16063674	0.200937744	0.127309214	0.260869565	0.074890863	0.134851875	0.545454545	0.294066289	0.19825326	0.409887623	0.207013724	0.092797217	0.080708147	0.317959392	0.291421194	0.154727312	0.155873716	0.266921629	0.103128745	0.771428571	0.205845056	0.306682257	0.449342706	0.373360304	0.5936835	0.230117317	0.149230651
GU644690	0.393939394	0.286257594	0.395061728	0.084182949	0.413107666	0.606060606	0.319975925	0.604938272	0.278590874	0.335163615	0.160658131	0.200929001	0.127338282	0.260869565	0.074889073	0.13484895	0.545454545	0.294065446	0.198294971	0.409914699	0.207007539	0.09281767	0.080732449	0.317983705	0.29732329	0.15475572	0.155889199	0.266890661	0.103169743	0.771428571	0.205822225	0.306820901	0.449422883	0.373387172	0.5936835	0.230110952	0.149242352
GU644695	0.393939394	0.286257594	0.382716049	0.084182949	0.413107666	0.606060606	0.319975925	0.617283951	0.278590874	0.335163615	0.160658131	0.208236266	0.122850338	0.260869565	0.074889073	0.144205849	0.545454545	0.286758181	0.198294971	0.409914699	0.207007539	0.09281767	0.080732449	0.317983705	0.29732329	0.15475572	0.155889199	0.266890661	0.103169743	0.771428571	0.205822225	0.311308845	0.449422883	0.364030273	0.5936835	0.230110952	0.149242352
JQ685925	0.409090909	0.286208822	0.395061728	0.084190889	0.412900218	0.590909091	0.3255401	0.604938272	0.27858778	0.335165721	0.16063674	0.200937744	0.127309214	0.260869565	0.074890863	0.134851875	0.545454545	0.294066289	0.19825326	0.409887623	0.207013724	0.092797217	0.080708147	0.317959392	0.291421194	0.154727312	0.155873716	0.266921629	0.103128745	0.771428571	0.205845056	0.306682257	0.449342706	0.373360304	0.5936835	0.230117317	0.149230651
AF351845	0.393939394	0.29547156	0.526315789	0.096215874	0.464339578	0.606060606	0.389394949	0.473684211	0.199568018	0.351792813	0.190971249	0.200022795	0.153091703	0.28	0.061381542	0.094141761	0.5	0.248779864	0.230063678	0.333317344	0.225326239	0.123130321	0.097031907	0.375622267	0.239487424	0.161193413	0.145919339	0.271458066	0.06279946	0.684210526	0.208991863	0.250087339	0.387710748	0.395765692	0.620289331	0.256772955	0.131503849
AF351846	0.378787879	0.270937911	0.526315789	0.096127036	0.464881106	0.621212121	0.378663437	0.473684211	0.199955922	0.340224304	0.184931574	0.188411775	0.152932334	0.28	0.072856918	0.102069349	0.5	0.260251063	0.225613176	0.333376932	0.25152772	0.123180763	0.097037299	0.375776448	0.262171392	0.161079915	0.145947808	0.257745642	0.069743541	0.684210526	0.202930962	0.250304813	0.422351856	0.363731733	0.620914219	0.244115061	0.135648604
AF351858	0.378787879	0.270667949	0.546666667	0.094460132	0.474199951	0.621212121	0.377345027	0.453333333	0.200610288	0.336374368	0.190781048	0.200381751	0.163537402	0.28	0.072036718	0.103257403	0.514285714	0.243222031	0.225178844	0.354671992	0.250749398	0.122129429	0.092539662	0.37579675	0.258248703	0.161464904	0.139712807	0.260271645	0.060550151	0.666666667	0.205310072	0.242397116	0.402297239	0.364697311	0.605938994	0.2444416	0.127102578
AF394883	0.393939394	0.274341764	0.539473684	0.11270514	0.449779144	0.606060606	0.381514991	0.460526316	0.199630931	0.347447752	0.182877538	0.195695199	0.153184435	0.32	0.065764863	0.103863711	0.5	0.253164901	0.225813317	0.333327988	0.247912194	0.11938761	0.078646751	0.37565291	0.247809422	0.165167962	0.145960441	0.26136489	0.062763909	0.684210526	0.202545439	0.262729126	0.400985533	0.386233526	0.620370434	0.263216857	0.136007295
AF394884	0.393939394	0.274336629	0.539473684	0.112648778	0.464356815	0.606060606	0.381552128	0.460526316	0.1997727	0.347404409	0.182885138	0.195627589	0.143734586	0.28	0.065755044	0.108290288	0.5	0.253152698	0.225675057	0.333308131	0.24800817	0.111128725	0.078569046	0.375649663	0.247765692	0.173158952	0.145925851	0.26136489	0.070847365	0.684210526	0.206336581	0.259360102	0.400985533	0.381486416	0.62064209	0.259115797	0.135820668
GU644712	0.378787879	0.271356467	0.526315789	0.096233304	0.4650056	0.621212121	0.371016845	0.473684211	0.199610067	0.333149739	0.191122813	0.195614481	0.15329034	0.28	0.079999407	0.103857711	0.5	0.253150332	0.225767901	0.333406052	0.251355319	0.12326892	0.097153579	0.375752312	0.259004017	0.161295194	0.145975569	0.261277441	0.062800361	0.684210526	0.20893259	0.250553199	0.401313711	0.386131642	0.620289331	0.256720976	0.135891145
GU644713	0.393939394	0.266286183	0.52	0.096220587	0.473731535	0.606060606	0.370966765	0.48	0.195020176	0.322343585	0.186159691	0.200494273	0.146320892	0.28	0.079107229	0.113575174	0.5	0.250282992	0.230282504	0.333394921	0.255336031	0.132029273	0.097181282	0.375750498	0.259035619	0.159824145	0.142501428	0.261276271	0.070336291	0.666666667	0.202516574	0.257794401	0.401269524	0.376583456	0.620370434	0.26316232	0.128892371
GU644714	0.378787879	0.271388537	0.552631579	0.096394399	0.465116577	0.621212121	0.38154776	0.447368421	0.199057114	0.340330702	0.191192721	0.20284858	0.153774593	0.28	0.065768078	0.118273876	0.5	0.253168897	0.228859357	0.333443727	0.251250255	0.123362959	0.097295428	0.375700707	0.236739173	0.161534607	0.145993589	0.261338812	0.062799415	0.684210526	0.209423771	0.250750306	0.401212966	0.381996384	0.619313933	0.257156688	0.133256986
GU644715	0.378787879	0.271335097	0.513157895	0.096167327	0.46468925	0.621212121	0.381572716	0.486842105	0.199793643	0.340271225	0.191020674	0.195611552	0.153058744	0.28	0.072875617	0.103793119	0.5	0.253149803	0.21839973	0.333352477	0.251300342	0.123191569	0.097063525	0.375714697	0.247815968	0.161216616	0.145954005	0.261305827	0.062788431	0.684210526	0.208798262	0.250368737	0.40117489	0.386024728	0.62064209	0.256598461	0.143142003
GU644716	0.378787879	0.272893782	0.526315789	0.096233304	0.4650056	0.621212121	0.377597871	0.473684211	0.199610067	0.340272872	0.187402027	0.195614481	0.15329034	0.28	0.072876274	0.112462751	0.5	0.253150332	0.225767901	0.333406052	0.25288415	0.12326892	0.097153579	0.375752312	0.24512861	0.161295194	0.145975569	0.261277441	0.063089239	0.684210526	0.20893259	0.250553199	0.401313711	0.382423885	0.620289331	0.256720976	0.135891145
GU644717	0.378787879	0.271320475	0.526315789	0.096105445	0.464539754	0.621212121	0.381565287	0.473684211	0.199987281	0.34026509	0.190955641	0.195600639	0.137461232	0.28	0.072873172	0.103734647	0.470588235	0.253147833	0.225677711	0.333321061	0.251273219	0.114960212	0.078543452	0.375709573	0.247796838	0.169351686	0.16493631	0.261304666	0.062776413	0.684210526	0.208648412	0.265715257	0.401130614	0.385931274	0.643289313	0.256462312	0.13576817
GU644718	0.378787879	0.271335097	0.539473684	0.096167327	0.46468925	0.621212121	0.381572716	0.460526316	0.199793643	0.340271225	0.186442814	0.18848865	0.141583133	0.28	0.072875617	0.11281589	0.470588235	0.260272705	0.233027373	0.333352477	0.251300342	0.123191569	0.097063525	0.375714697	0.247815968	0.161216616	0.145954005	0.261305827	0.06736629	0.684210526	0.208798262	0.254670005	0.40117489	0.377001957	0.642957261	0.256598461	0.135828182
GU644719	0.378787879	0.274373903	0.526315789	0.096290076	0.464990882	0.621212121	0.38158763	0.473684211	0.195474644	0.340282958	0.178066566	0.209881514	0.153421816	0.28	0.072880293	0.123307794	0.5	0.238904474	0.23775404	0.333414991	0.248125859	0.123276861	0.09718182	0.375724892	0.247853091	0.161321731	0.150025879	0.261308145	0.075896563	0.684210526	0.205131274	0.250504081	0.401263324	0.366811103	0.61993662	0.260833466	0.123974406
GU644720	0.393939394	0.274367975	0.539473684	0.09628568	0.464824271	0.606060606	0.381577344	0.460526316	0.199394447	0.340287396	0.183014413	0.202765483	0.146342476	0.28	0.072882062	0.118116339	0.5	0.246029824	0.23774477	0.33339278	0.248096924	0.123242306	0.097151346	0.375692388	0.24782781	0.16129626	0.145953483	0.261337664	0.070911141	0.684210526	0.202655149	0.257417523	0.401168759	0.371982166	0.61993662	0.263337395	0.123960839
GU644721	0.378787879	0.268989265	0.526315789	0.096211749	0.464661691	0.621212121	0.381525293	0.473684211	0.199641481	0.333184883	0.190998337	0.195687183	0.153234005	0.28	0.072892564	0.103870171	0.5	0.260292319	0.225832505	0.348767332	0.239589449	0.123236458	0.097119981	0.360501656	0.247834601	0.16137909	0.145974535	0.261335366	0.073429204	0.684210526	0.208980512	0.250549185	0.401080227	0.386247503	0.620370434	0.256753993	0.136010957
JQ685947	0.378787879	0.271320475	0.526315789	0.096105445	0.464539754	0.621212121	0.381565287	0.473684211	0.199987281	0.34026509	0.186378367	0.188478597	0.152875988	0.28	0.072873172	0.099225763	0.5	0.260269875	0.225677711	0.333321061	0.251273219	0.119335832	0.097003728	0.375709573	0.247796838	0.164976066	0.145946443	0.261304666	0.067353687	0.684210526	0.208648412	0.250300501	0.401130614	0.390440158	0.620994896	0.256462312	0.13576817
AY854505	0.470588235	0.220706726	0.435897436	0.175829636	0.382229071	0.529411765	0.456603302	0.564102564	0.205708703	0.355199653	0.193714565	0.220866247	0.15560067	0.347826087	0.070175375	0.152841707	0.617647059	0.258157597	0.220671164	0.453090325	0.244570352	0.080237764	0.110083838	0.275306262	0.169194001	0.171143189	0.100394017	0.280654114	0.071864798	0.771428571	0.277253692	0.291265351	0.362121467	0.321585737	0.529407767	0.178135928	0.15427125
AY854525	0.455882353	0.215421679	0.448717949	0.18133399	0.382552245	0.544117647	0.456691005	0.551282051	0.197725321	0.347760301	0.194813746	0.220894203	0.172292149	0.347826087	0.065672176	0.151519879	0.617647059	0.270147383	0.221156122	0.447236837	0.253190814	0.069705211	0.103986525	0.281143454	0.162497336	0.181853104	0.09552902	0.290646423	0.067300027	0.771428571	0.285971399	0.275241389	0.349187018	0.328200191	0.529075376	0.169733489	0.158684369
AY854531	0.439393939	0.206231811	0.481012658	0.193084664	0.392279962	0.560606061	0.47152787	0.518987342	0.185601984	0.370066478	0.164051521	0.198467339	0.151392688	0.333333333	0.070214653	0.12461558	0.628571429	0.265531997	0.214151903	0.476757614	0.262106505	0.070692155	0.098943561	0.256256153	0.168097762	0.177018557	0.114370212	0.243260494	0.095898529	0.771428571	0.24934229	0.270097282	0.40529091	0.335411589	0.519110229	0.201457475	0.149475006
AY854544	0.417910448	0.217222946	0.461538462	0.190321486	0.377412822	0.582089552	0.417373573	0.538461538	0.196093402	0.374528553	0.171480583	0.213302852	0.138187303	0.375	0.073173258	0.14262296	0.617647059	0.243061224	0.226559925	0.455809252	0.260505338	0.062306609	0.11534634	0.277133963	0.208548491	0.185446042	0.114734069	0.234188804	0.080311191	0.771428571	0.260710587	0.288243782	0.431575619	0.329615011	0.530509942	0.192251106	0.145745341
AY854546	0.402985075	0.217353746	0.461538462	0.19041222	0.377445924	0.597014925	0.422177	0.538461538	0.196310789	0.381936411	0.171462601	0.193830101	0.146137893	0.375	0.073183434	0.126496101	0.617647059	0.255008317	0.226463615	0.455812983	0.260652957	0.062257991	0.11529334	0.27716606	0.214270138	0.185400681	0.114833708	0.234162013	0.080335909	0.771428571	0.264457707	0.279970891	0.431665481	0.335946272	0.530844759	0.188114391	0.145616027
AY854558	0.424242424	0.208119887	0.481012658	0.181655331	0.393770492	0.575757576	0.435882949	0.518987342	0.198428943	0.357911819	0.187307711	0.198396474	0.179429697	0.333333333	0.101779186	0.117748747	0.647058824	0.245844801	0.219766347	0.404265951	0.273540439	0.062351801	0.104136749	0.328075145	0.213909573	0.185485671	0.13742297	0.268183998	0.071149545	0.771428571	0.275105702	0.277010231	0.400822861	0.335849882	0.506566979	0.172284262	0.132386243
AY854567	0.426470588	0.197356431	0.448717949	0.18578149	0.374121459	0.573529412	0.417456842	0.551282051	0.201018574	0.332763685	0.20932481	0.184688243	0.181520913	0.363636364	0.107489219	0.11490022	0.647058824	0.279019075	0.217678763	0.444894287	0.265022033	0.078932169	0.113250486	0.285539698	0.217107102	0.174348486	0.10826649	0.267842133	0.05760821	0.771428571	0.277781288	0.260911346	0.40087897	0.354353836	0.507589902	0.161298639	0.147346675
AY854573	0.426470588	0.197095538	0.448717949	0.164781187	0.373291825	0.573529412	0.447143061	0.551282051	0.187498749	0.335690299	0.20014677	0.184815657	0.181484045	0.363636364	0.092593998	0.114832186	0.647058824	0.291030883	0.207090556	0.450523073	0.264770742	0.063668555	0.12739684	0.279775139	0.185506336	0.189489116	0.102607042	0.267779369	0.066184273	0.771428571	0.268989313	0.277202334	0.387189091	0.354249174	0.508714679	0.183647739	0.165652831
AY854576	0.426470588	0.215821958	0.448717949	0.167431975	0.366331416	0.573529412	0.474242958	0.551282051	0.241177394	0.384786631	0.181399123	0.19096497	0.174697844	0.391304348	0.070328818	0.120504334	0.617647059	0.2578559	0.198966171	0.505511394	0.259449647	0.062947862	0.100951174	0.244871543	0.175838383	0.179425789	0.098277655	0.257861384	0.070650596	0.771428571	0.264100909	0.281856728	0.399986807	0.328931463	0.531617209	0.18799194	0.162396725
EU345002	0.463768116	0.231195628	0.461538462	0.117940116	0.364749315	0.536231884	0.350921359	0.538461538	0.169664031	0.306898787	0.147651293	0.228523245	0.216399674	0.347826087	0.0811954	0.127356888	0.657142857	0.29936731	0.174415084	0.363666708	0.247320319	0.127118596	0.05373424	0.327182972	0.253616574	0.137374409	0.17098414	0.236847077	0.127073665	0.8	0.229490549	0.330970499	0.46199688	0.35838873	0.496861108	0.229099637	0.145244029
EU345003	0.441176471	0.220917064	0.455696203	0.124999248	0.384522439	0.558823529	0.36443028	0.544303797	0.162307769	0.285345317	0.174741049	0.221553684	0.205184359	0.318181818	0.109248986	0.108234502	0.6	0.298954147	0.181997675	0.394561176	0.254802878	0.128164512	0.05501139	0.319512832	0.252463047	0.135086165	0.173347527	0.267852864	0.132126178	0.787878788	0.214690032	0.317841754	0.393043006	0.361860202	0.541758719	0.266362377	0.156423628
EU345004	0.471428571	0.241334935	0.454545455	0.107183618	0.382070223	0.528571429	0.390368475	0.545454545	0.166166382	0.323960308	0.147676887	0.20298864	0.216032257	0.347826087	0.073119303	0.130509854	0.628571429	0.304568273	0.173973061	0.32772099	0.23331325	0.138881055	0.054988838	0.355719148	0.225545095	0.138461884	0.168453797	0.270294983	0.131133383	0.771428571	0.237587826	0.330235559	0.398951147	0.351218586	0.519504603	0.228916784	0.14909908
JQ685938	0.47826087	0.21666725	0.454545455	0.141017057	0.391028521	0.52173913	0.371782076	0.545454545	0.173760228	0.306005638	0.167287609	0.245196135	0.15721799	0.304347826	0.099563187	0.137891166	0.583333333	0.254039981	0.190723238	0.349649321	0.265416342	0.14370952	0.0531715	0.312683095	0.282627173	0.139196097	0.126780506	0.257985896	0.110499663	0.777777778	0.203044298	0.320122594	0.453143773	0.298484792	0.552160877	0.250855679	0.175248141
JQ685968	0.463768116	0.227002957	0.428571429	0.140944247	0.390502105	0.536231884	0.336965564	0.571428571	0.174452358	0.291236297	0.15401941	0.252599513	0.14929599	0.304347826	0.099553875	0.147633517	0.583333333	0.26151769	0.188008311	0.371478353	0.253510178	0.135162382	0.053065606	0.29106062	0.296516986	0.147611418	0.127333659	0.258050313	0.123365849	0.777777778	0.198828002	0.328144946	0.453030911	0.308123046	0.553525592	0.254463634	0.178339267
MW055084	0.471428571	0.234762121	0.448717949	0.117847691	0.371331562	0.528571429	0.347630243	0.551282051	0.165740791	0.295374591	0.152995561	0.223680783	0.208637147	0.347826087	0.08980456	0.129443596	0.628571429	0.306091203	0.182039893	0.349706566	0.242988206	0.129591734	0.053702346	0.334236449	0.264333016	0.140049741	0.168904303	0.244277289	0.13269987	0.794117647	0.242106376	0.33088941	0.448634157	0.349853411	0.519169049	0.219692516	0.151434288
MW055085	0.471428571	0.234802027	0.448717949	0.118032049	0.371661852	0.528571429	0.347645307	0.551282051	0.166874223	0.300718474	0.152993854	0.221979772	0.216432672	0.347826087	0.089125421	0.129516774	0.657142857	0.303796356	0.173935859	0.349758678	0.242971567	0.129632506	0.053765898	0.334241874	0.264403277	0.140088627	0.167002699	0.236476412	0.132745778	0.794117647	0.243979205	0.331051211	0.448695397	0.350180293	0.496409212	0.221295744	0.151268752
MW055086	0.470588235	0.203838507	0.415584416	0.139098442	0.400404539	0.529411765	0.365268692	0.584415584	0.168910566	0.291148933	0.158179418	0.245199294	0.155010727	0.291666667	0.106987252	0.126446827	0.583333333	0.261457149	0.190888728	0.359758565	0.278054855	0.141590108	0.053121592	0.307968055	0.290052091	0.137151353	0.133277598	0.247942655	0.122911688	0.777777778	0.202655981	0.316495902	0.466605171	0.302202907	0.553439623	0.250534853	0.175273838
MW055087	0.47826087	0.194052105	0.428571429	0.140997671	0.401578983	0.52173913	0.367884927	0.571428571	0.165533967	0.287758347	0.168377119	0.242305982	0.157081597	0.304347826	0.105728169	0.122991192	0.583333333	0.258405761	0.18951706	0.357439579	0.270382765	0.143381238	0.053119745	0.31960282	0.293970729	0.140996074	0.130374688	0.248024565	0.120213548	0.756756757	0.202804711	0.320401034	0.466463496	0.307640393	0.553042678	0.25065709	0.174043863
AF351849	0.484375	0.193971545	0.407407407	0.106647864	0.448387041	0.515625	0.349635569	0.592592593	0.238438596	0.278968456	0.17781154	0.17882241	0.128373636	0.208333333	0.087264237	0.093917899	0.542857143	0.340481567	0.188909696	0.414864623	0.26759687	0.112384157	0.068290849	0.332457357	0.251927023	0.138857666	0.108323854	0.233581711	0.101703834	0.736842105	0.199166922	0.2776614	0.440523713	0.410331257	0.590422861	0.256854205	0.186908564
AF394876	0.484375	0.190834625	0.419753086	0.106386899	0.44908284	0.515625	0.342020177	0.580246914	0.242004689	0.278988089	0.174820558	0.201736813	0.144027886	0.208333333	0.080145964	0.114374635	0.571428571	0.324850447	0.176259058	0.408816503	0.270396684	0.112576065	0.067259177	0.338514629	0.247700325	0.13908235	0.100539309	0.232840811	0.104168972	0.736842105	0.199400867	0.27749728	0.432664948	0.401851722	0.567373353	0.258964255	0.187204029
GU644760	0.46875	0.196925014	0.407407407	0.104050314	0.439567993	0.53125	0.349598682	0.592592593	0.2438471	0.286141745	0.181491215	0.178865394	0.142461153	0.217391304	0.080136843	0.094368571	0.571428571	0.340527975	0.173794665	0.437173354	0.262941655	0.113997799	0.065068979	0.306398641	0.251871374	0.140934533	0.102677007	0.233633049	0.105858799	0.736842105	0.195287541	0.297111796	0.442608259	0.40775804	0.568945691	0.260875495	0.186990468
GU644761	0.476923077	0.194043648	0.4125	0.106583654	0.448355548	0.523076923	0.347683013	0.5875	0.243667591	0.278963286	0.177490524	0.178806963	0.143980545	0.208333333	0.087252913	0.094777895	0.571428571	0.340464888	0.173661912	0.430405917	0.267698335	0.112354621	0.068377735	0.31713637	0.256363243	0.138794544	0.102547837	0.233618735	0.103654341	0.736842105	0.199337455	0.277440443	0.440502607	0.404979571	0.568391832	0.257007359	0.186920719
GU644762	0.476923077	0.192374995	0.4125	0.106478632	0.447745211	0.523076923	0.349620489	0.5875	0.266458433	0.29041453	0.178385459	0.17880942	0.116794889	0.208333333	0.075804293	0.101050619	0.542857143	0.340467542	0.189600542	0.430391604	0.265235747	0.112258793	0.06828135	0.317021588	0.251887701	0.138721266	0.083556158	0.247655425	0.104088238	0.736842105	0.199228756	0.288388909	0.421850732	0.400735285	0.590346765	0.256879335	0.182929565
GU644763	0.46875	0.197033689	0.407407407	0.104014417	0.43974729	0.53125	0.349596861	0.592592593	0.255771059	0.297571102	0.181578526	0.174561991	0.159620178	0.217391304	0.080125138	0.094374002	0.571428571	0.333350391	0.169206196	0.437185408	0.263074707	0.113998973	0.065161731	0.306423174	0.251929872	0.140892213	0.102559402	0.233650084	0.105946494	0.736842105	0.199394089	0.279912072	0.442676326	0.407752497	0.568472448	0.257054186	0.186998675
