Reference,Name,Length,CAI,%G+C,%G+C(1),%G+C(2),%G+C(3),Nc
Canis familiaris,KR906744,1353,0.765,44,47.9,38.6,45.5,53
Canis familiaris,KR906745,1353,0.774,44.6,47.9,38.8,47.2,53.4
Canis familiaris,KR906746,1353,0.761,44.1,48.1,38.8,45.2,52.2
Canis familiaris,KR906747,1353,0.762,44.2,48.1,38.8,45.7,52.3
Canis familiaris,KR906748,1353,0.767,43.5,47.5,38.8,44.3,54.3
Canis familiaris,KR906749,1353,0.767,44.4,47.9,38.8,46.6,53.7
Canis familiaris,KR906751,1353,0.762,44.2,48.1,38.6,45.9,52.5
Canis familiaris,KR906756,1353,0.771,44.8,48.1,38.8,47.5,53.7
Canis familiaris,KR906757,1353,0.766,44.2,48.1,38.4,46.1,52.2
Canis familiaris,KR906759,1353,0.76,43.9,47.9,38.6,45.2,53.2
Canis familiaris,KR906762,1353,0.775,44.9,47.9,38.8,47.9,54
Canis familiaris,KR906763,1353,0.768,44.8,48.1,38.8,47.5,54.3
Canis familiaris,KR906765,1353,0.769,44.9,48.3,38.8,47.7,55
Canis familiaris,KR906766,1353,0.767,44.9,48.3,38.8,47.5,54.4
Canis familiaris,KR906767,1353,0.769,44.6,48.1,38.8,47,53.3
Canis familiaris,KR906770,1353,0.757,44.1,47.9,38.8,45.7,53
Canis familiaris,KR906773,1353,0.771,44.6,48.1,38.8,47,54.4
Canis familiaris,KR906780,1353,0.771,44.6,48.1,38.8,47,53.4
Canis familiaris,KR906784,1353,0.756,44.2,47.9,38.8,45.9,53.2
Canis familiaris,KR906790,1353,0.759,44.4,48.3,38.6,46.3,53.1
Canis familiaris,KR906792,1353,0.771,45,48.3,38.8,47.9,53.8
Canis familiaris,KT336432,1353,0.769,44.6,47.9,39,47,53.4
Canis familiaris,KT336433,1353,0.77,44.4,48.1,39,46.1,53.1
Canis familiaris,KT336434,1353,0.768,44.9,48.1,39,47.7,52.9
Canis familiaris,KT336435,1353,0.767,44.2,47.9,39,45.7,53.7
Canis familiaris,KT336436,1353,0.766,44.4,47.9,39,46.3,53
Canis familiaris,KT336437,1353,0.767,44.3,47.9,39.2,45.7,54.4
Canis familiaris,KX148203,1353,0.761,44.6,48.1,39,46.6,53.1
Canis familiaris,KX148204,1353,0.763,43.9,47.9,39,44.8,52.2
Canis familiaris,KX148206,1353,0.764,43.9,47.9,38.6,45.2,53.5
Canis familiaris,KX148208,1353,0.769,44.3,47.9,38.8,46.1,53.2
Canis familiaris,KY210224,1353,0.771,44.9,48.1,38.8,47.9,53.9
Canis familiaris,KY210243,1353,0.771,44.8,48.1,38.8,47.5,53.7
Canis familiaris,KY210247,1353,0.768,44.8,48.1,38.8,47.5,54.1
Canis familiaris,KY210249,1353,0.77,44.8,48.1,38.8,47.5,53.9
Canis familiaris,KY210253,1353,0.756,43.8,47.9,38.8,44.8,53.1
Canis familiaris,KY210263,1353,0.759,44.3,48.1,38.6,46.3,53.2
Canis familiaris,KY210264,1353,0.761,44.1,47.9,38.8,45.7,52.9
Canis familiaris,KY210279,1353,0.756,44.2,48.1,38.8,45.7,53.4
Canis familiaris,KY210287,1353,0.771,44.6,48.1,38.8,46.8,53.4
Canis familiaris,KY210304,1353,0.757,44.2,47.9,38.8,45.9,53.1
Canis familiaris,KY563717,1353,0.765,45,48.3,39.2,47.5,52.9
Canis familiaris,LC029890,1353,0.766,44.2,47.7,38.8,46.1,53.6
Canis familiaris,MN726804,1353,0.773,44.9,48.1,38.6,47.9,53.7
Canis familiaris,MN726826,1353,0.773,44.8,47.9,38.8,47.7,54.1
Canis familiaris,MN726827,1353,0.773,44.9,47.9,38.8,47.9,54.1
Canis familiaris,MT454631,1353,0.769,44.7,47.9,39,47.2,53.6
Canis familiaris,MT454635,1353,0.771,44.6,47.9,39,47,53.2
Canis familiaris,MT454637,1353,0.769,44.8,47.9,39,47.5,53.4
Canis familiaris,MT454641,1353,0.768,44.6,47.9,39,46.8,53.5
Canis familiaris,MT454643,1353,0.76,44.3,48.3,39,45.5,51.6
Canis familiaris,MT454644,1353,0.765,44.1,48.1,38.8,45.2,51.9
Canis familiaris,MT454645,1353,0.76,44.2,48.3,39,45.2,51.6
Canis familiaris,OK317992,1353,0.771,44.2,48.1,39,45.5,51.6
Canis familiaris,OK317993,1353,0.772,44.3,48.1,39,45.9,51.6
Canis familiaris,OK317995,1353,0.77,44.1,48.1,39,45.2,51.7
Canis familiaris,OK317996,1353,0.77,44.1,48.1,39,45.2,51.6
Canis familiaris,OK317998,1353,0.77,44.3,48.3,39,45.5,52.3
Canis familiaris,OK317999,1353,0.767,44.1,48.3,39,44.8,51.4
Canis familiaris,OP375406,1353,0.771,44.9,48.1,39,47.5,54
Canis familiaris,OP375407,1353,0.772,44.9,48.1,38.6,47.9,54.1
Canis familiaris,OP375410,1353,0.771,44.9,48.1,38.8,47.9,53.8
Canis familiaris,OP375413,1353,0.773,44.9,47.9,38.8,47.9,54.2
Canis familiaris,OP375414,1353,0.775,44.5,47.9,38.8,46.8,53.2
Canis familiaris,OP375415,1353,0.774,44.6,47.9,38.8,47,53.5
Canis familiaris,OP375418,1353,0.773,44.9,47.9,38.8,47.9,54.1
Canis familiaris,OP375421,1353,0.77,44.7,48.1,38.8,47.2,53.9
Canis familiaris,OP375423,1353,0.765,44.5,48.1,38.8,46.6,54.3
Canis familiaris,OR045939,1353,0.768,43.8,47.7,38.8,44.8,54.3
Canis familiaris,OR045949,1353,0.772,44.7,48.1,38.8,47.2,53.3
Canis familiaris,OR270973,1353,0.774,44.6,47.9,38.8,47.2,54.8
Canis familiaris,OR270979,1353,0.772,44.6,48.1,38.8,47,55.3
Canis familiaris,OR270997,1353,0.774,44.6,47.9,38.8,47,54.7
Canis familiaris,OR270998,1353,0.774,44.6,47.7,38.8,47.2,54.4
Canis familiaris,OR270999,1353,0.774,44.7,47.9,38.8,47.5,54.4
Canis familiaris,OR271001,1353,0.774,44.6,47.9,38.8,47,54.8
Canis familiaris,OR271003,1353,0.774,44.6,47.7,38.8,47.2,54.4
Canis familiaris,PV855388,1353,0.765,44.4,47.9,39,46.3,53.4
Canis familiaris,PV855390,1353,0.764,44.6,48.1,39,46.8,53.3
Canis familiaris,PV855392,1353,0.765,44.5,47.9,39,46.6,53.5
Canis familiaris,PV855393,1353,0.769,44.3,47.7,38.8,46.6,53.5
Canis familiaris,PV855394,1353,0.767,44.4,47.7,39,46.6,53.6
Canis familiaris,PV855397,1353,0.765,44.5,48.1,39,46.3,53.4
Canis familiaris,PV855415,1353,0.766,44.6,48.1,39,46.6,53.2
Canis familiaris,EU345002,1353,0.783,44.3,46.8,38.8,47.5,57.7
Canis familiaris,EU345003,1353,0.776,44.2,46.8,38.8,47,58.9
Canis familiaris,EU345004,1353,0.776,44,46.8,38.8,46.3,58.4
Canis familiaris,JQ685938,1353,0.778,44.1,45.9,38.8,47.5,58
Canis familiaris,JQ685968,1353,0.779,43.8,45.9,38.8,46.8,58.6
Canis familiaris,MW055084,1353,0.784,44.3,46.8,38.4,47.7,57.1
Canis familiaris,MW055085,1353,0.783,44.4,47,38.6,47.7,57.1
Canis familiaris,MW055086,1353,0.781,44.1,45.9,39,47.2,57.7
Canis familiaris,MW055087,1353,0.781,44,45.7,38.8,47.5,58.2
Canis familiaris,AB519642,1353,0.782,43.5,46.3,39.9,44.3,55.4
Canis familiaris,AF070449,1353,0.782,44,46.3,40.1,45.5,56.1
Canis familiaris,AF351847,1353,0.778,43.7,46.3,40.1,44.6,56.8
Canis familiaris,AF351852,1353,0.779,43.5,46.1,39.9,44.6,55.4
Canis familiaris,AY854587,1353,0.782,43.8,46.1,40.6,44.6,55.9
Canis familiaris,AY854592,1353,0.783,44.1,46.3,39.9,46.1,56.5
Canis familiaris,AY854594,1353,0.785,44.1,46.3,39.9,46.1,56.3
Canis familiaris,AY877433,1353,0.785,44.6,46.3,40.4,47.2,55.5
Canis familiaris,AY877434,1353,0.78,43.6,46.3,39.9,44.6,56.8
Canis familiaris,AY877435,1353,0.783,43.7,46.6,39.9,44.6,55.9
Canis familiaris,GU592648,1353,0.785,43.3,46.1,39.9,43.9,55.6
Canis familiaris,KF656696,1353,0.79,43.8,46.3,39.9,45.2,56.1
Canis familiaris,KF864234,1353,0.783,44.3,46.6,40.1,46.3,56.1
Canis familiaris,KF864322,1353,0.779,44.3,46.6,40.1,46.1,56.9
Canis familiaris,KF864397,1353,0.773,43.6,46.6,39.7,44.6,56.5
Canis familiaris,KM594040,1353,0.779,43.7,46.1,39.9,45,56.5
Canis familiaris,KM594041,1353,0.79,43.5,46.1,39.9,44.6,53.4
Canis familiaris,KM594042,1353,0.782,44,46.1,39.9,45.9,56.9
Canis familiaris,KP202393,1353,0.781,43.6,46.6,39.7,44.6,56.4
Canis familiaris,KT023101,1353,0.789,43.5,46.3,39.7,44.3,53.7
Canis familiaris,MN968374,1353,0.785,44.5,46.1,39.9,47.5,56.7
Canis familiaris,MN968375,1353,0.785,44.6,46.3,39.9,47.5,56.8
Canis familiaris,MN968377,1353,0.785,44.6,46.3,39.9,47.5,56.6
Canis familiaris,MN968386,1353,0.785,44.6,46.3,39.9,47.7,56.7
Canis familiaris,MT891038,1353,0.781,43.6,45.9,39.5,45.5,55.5
Canis familiaris,MW249020,1353,0.783,43.9,46.1,39.9,45.7,56.3
Canis familiaris,MW579786,1353,0.782,43.2,46.3,39.9,43.2,55.4
Canis familiaris,MW579820,1353,0.78,43.2,46.3,39.9,43.2,55.5
Canis familiaris,MW579824,1353,0.788,44.2,46.1,40.1,46.3,55.9
Canis familiaris,MW579833,1353,0.78,43.2,46.3,39.9,43.2,55.3
Canis familiaris,PQ379829,1353,0.776,44.3,46.6,39.7,46.8,56.5
Canis familiaris,PQ379831,1353,0.784,43.7,45.2,40.4,45.5,54.6
Canis familiaris,PQ379832,1353,0.781,44.2,46.3,39.9,46.3,56
Canis familiaris,PQ379834,1353,0.784,44.7,46.6,39.7,47.9,56.3
Canis familiaris,PQ379836,1353,0.782,44.6,46.3,39.9,47.5,56.7
Canis familiaris,PQ379849,1353,0.783,43.7,46.1,40.1,44.8,55.8
Canis familiaris,PQ510120,1353,0.781,43.8,46.6,40.1,44.6,54.9
Canis familiaris,PQ603086,1353,0.778,44.3,46.3,39.7,46.8,56.4
Canis familiaris,PQ671599,1353,0.793,43.6,45.9,40.1,44.8,53.2
Canis familiaris,PQ671601,1353,0.793,43.4,46.1,40.1,43.9,52.2
Canis familiaris,AF351849,1353,0.786,43.3,45.7,39.7,44.6,56.3
Canis familiaris,AF394876,1353,0.788,43.6,45.9,39.9,45,55.8
Canis familiaris,GU644760,1353,0.788,43.1,45.7,39.5,44.1,55.9
Canis familiaris,GU644761,1353,0.786,43.3,45.7,39.7,44.6,56.1
Canis familiaris,GU644762,1353,0.786,43.1,45.5,39.7,44.1,56
Canis familiaris,GU644763,1353,0.788,43.2,45.7,39.5,44.3,55.9
Canis familiaris,GU644764,1353,0.788,43.1,45.5,39.7,44.1,55.8
Canis familiaris,GU644765,1353,0.784,43,45.5,39.7,43.9,56
Canis familiaris,GU644766,1353,0.787,42.9,45.5,39.7,43.7,55.8
Canis familiaris,GU644767,1353,0.783,43,45.5,39.7,43.9,56.1
Canis familiaris,GU644768,1353,0.786,43.1,45.5,39.7,44.1,55.9
Canis familiaris,GU644769,1353,0.786,43,45.7,39.7,43.7,56
Canis familiaris,GU644770,1353,0.785,43.3,45.7,39.7,44.6,56.4
Canis familiaris,GU644771,1353,0.787,43.3,45.7,39.7,44.6,56.3
Canis familiaris,GU644772,1353,0.785,43.3,45.5,40.1,44.3,56.1
Canis familiaris,GU644773,1353,0.786,43,45.5,39.5,44.1,55.9
Canis familiaris,GU644774,1353,0.786,43.1,45.5,39.7,44.1,56.2
Canis familiaris,GU644775,1353,0.787,43,45.5,39.5,44.1,55.9
Canis familiaris,GU644776,1353,0.784,42.9,45.5,39.7,43.7,56
Canis familiaris,GU644777,1353,0.785,43.2,45.5,39.7,44.6,55.9
Canis familiaris,GU644778,1353,0.787,43.2,45.5,39.7,44.6,55.6
Canis familiaris,GU644779,1353,0.787,43.1,45.5,39.7,44.1,55.7
Canis familiaris,GU644780,1353,0.785,43.3,45.5,39.7,44.8,56.5
Canis familiaris,GU644781,1353,0.784,43.2,45.5,39.9,44.1,56.3
Canis familiaris,GU644782,1353,0.786,43.3,45.7,39.7,44.6,56.3
Canis familiaris,GU644784,1353,0.786,43.1,45.2,39.7,44.3,56
Canis familiaris,GU644785,1353,0.786,43.1,45.5,39.7,44.1,56.1
Canis familiaris,GU644786,1353,0.786,43.5,45.7,39.7,45,56.5
Canis familiaris,GU644787,1353,0.788,43.1,45.5,39.7,44.1,55.2
Canis familiaris,GU644788,1353,0.785,43.2,45.7,39.5,44.3,56.1
Canis familiaris,JQ685905,1353,0.786,43.2,45.7,39.7,44.3,56.2
Canis familiaris,AF351828,1353,0.789,44.6,46.6,39.7,47.7,53.5
Canis familiaris,AF351831,1353,0.777,44.2,46.8,39.5,46.3,55
Canis familiaris,AF351832,1353,0.786,44.1,45.7,39,47.7,55.2
Canis familiaris,AF351833,1353,0.787,43.8,46.1,39.7,45.7,53.1
Canis familiaris,AF351855,1353,0.778,43.9,47,39,45.7,53.1
Canis familiaris,AF351861,1353,0.787,44.1,46.3,39.5,46.3,54.9
Canis familiaris,AF351862,1353,0.787,43.8,45.9,39.2,46.3,53.2
Canis familiaris,AY039227,1353,0.786,43.8,46.1,39.5,45.9,55.6
Canis familiaris,AY039228,1353,0.788,43.6,46.1,39.2,45.5,53.2
Canis familiaris,AY039229,1353,0.786,43.8,46.1,39.2,45.9,54.2
Canis familiaris,GU644652,1353,0.791,43.9,46.3,39.5,45.9,53.2
Canis familiaris,GU644654,1353,0.785,43.4,46.1,39.2,44.8,53.4
Canis familiaris,GU644655,1353,0.788,43.6,46.1,39.5,45.2,53.3
Canis familiaris,GU644656,1353,0.789,43.7,46.1,39.2,45.7,53.2
Canis familiaris,GU644657,1353,0.79,44.1,46.1,39.2,46.8,53
Canis familiaris,GU644658,1353,0.79,43.8,46.1,39.2,45.9,53.4
Canis familiaris,GU644659,1353,0.793,43.5,45.9,39.2,45.5,53.2
Canis familiaris,GU644660,1353,0.793,44,46.1,39.2,46.6,53.4
Canis familiaris,GU644661,1353,0.793,43.8,45.9,39.2,46.1,53.3
Canis familiaris,GU644662,1353,0.791,44.1,46.1,39.2,46.8,53.4
Canis familiaris,GU644663,1353,0.792,44.1,46.1,39.5,46.6,53.4
Canis familiaris,GU644664,1353,0.794,44.2,46.1,39.2,47.2,53.2
Canis familiaris,GU644665,1353,0.79,43.9,46.1,39,46.6,53.7
Canis familiaris,GU644666,1353,0.793,44,46.1,39.2,46.6,54.1
Canis familiaris,GU644667,1353,0.791,43.8,46.1,39.2,46.1,53.5
Canis familiaris,GU644668,1353,0.796,44,45.9,39.2,46.8,53.1
Canis familiaris,GU644669,1353,0.793,43.8,46.1,39.2,45.9,53.5
Canis familiaris,GU644670,1353,0.795,44.1,46.1,39.2,47,54.4
Canis familiaris,GU644671,1353,0.793,43.5,46.1,39.2,45.2,52.5
Canis familiaris,GU644676,1353,0.786,43.7,46.1,39.2,45.7,54.4
Canis familiaris,GU644677,1353,0.786,44,46.1,39.2,46.6,54
Canis familiaris,GU644684,1353,0.786,43.5,46.1,39.2,45.2,53.3
Canis familiaris,GU644689,1353,0.784,43.5,46.3,39.2,45,53.2
Canis familiaris,GU644690,1353,0.785,43.6,46.3,39.2,45.2,53.2
Canis familiaris,GU644695,1353,0.785,43.6,46.3,39.2,45.2,53.3
Canis familiaris,AF351845,1353,0.782,44.8,46.1,39.9,48.3,57
Canis familiaris,AF351846,1353,0.783,45,46.3,39.9,48.8,57.3
Canis familiaris,AF351858,1353,0.779,45.3,46.3,40.1,49.4,56.8
Canis familiaris,AF394883,1353,0.782,44.9,46.3,39.9,48.3,57.1
Canis familiaris,AF394884,1353,0.781,44.8,46.1,39.9,48.3,56.7
Canis familiaris,GU644712,1353,0.78,45.1,46.1,39.9,49.2,57.6
Canis familiaris,GU644713,1353,0.78,45.1,46.1,40.1,49,58.4
Canis familiaris,GU644714,1353,0.783,45.2,46.1,39.9,49.4,57.1
Canis familiaris,GU644715,1353,0.781,44.9,46.1,39.9,48.8,57.4
Canis familiaris,GU644716,1353,0.781,45.1,46.3,39.9,49,57.3
Canis familiaris,GU644717,1353,0.78,44.9,45.9,39.9,48.8,57
Canis familiaris,GU644718,1353,0.783,44.9,45.9,39.9,49,57.2
Canis familiaris,GU644719,1353,0.782,45.1,46.1,39.9,49.2,57.6
Canis familiaris,GU644720,1353,0.781,45,46.1,39.9,49,57.7
Canis familiaris,GU644721,1353,0.782,44.9,46.1,39.9,48.8,57.3
Canis familiaris,JQ685947,1353,0.781,44.9,46.1,39.9,48.6,56.5
Eptesicus fuscus,AY352488,1353,0.745,46,47.7,39.5,50.8,54.3
Eptesicus fuscus,AY352501,1353,0.742,44.9,47.7,39.5,47.7,53.6
Eptesicus fuscus,JN258588,1353,0.736,44.9,47.9,39.5,47.5,53.2
Eptesicus fuscus,JN258592,1353,0.746,46,47.9,39.5,50.8,54.1
Eptesicus fuscus,JX987747,1353,0.745,45.9,47.7,39.5,50.6,54.4
Eptesicus fuscus,KU198460,1353,0.745,45.8,47.7,39.5,50.3,54.4
Eptesicus fuscus,KU198462,1353,0.744,45.8,48.1,39.2,50.1,55.4
Eptesicus fuscus,KU198464,1353,0.748,45.9,47.5,39.5,50.8,54.3
Eptesicus fuscus,KU198466,1353,0.737,44.9,47.9,39.5,47.2,53.5
Eptesicus fuscus,KU198467,1353,0.737,45,47.9,39.5,47.7,53.6
Eptesicus fuscus,KU198472,1353,0.736,45,47.9,39.7,47.5,53.8
Eptesicus fuscus,KU198476,1353,0.736,45.1,47.9,39.5,47.9,53.3
Eptesicus fuscus,KU198477,1353,0.737,45,47.9,39.5,47.7,53.8
Eptesicus fuscus,KU198478,1353,0.742,44.8,47.7,39.5,47.2,54.3
Eptesicus fuscus,KX036361,1353,0.741,44.9,47.7,39.5,47.5,53.2
Eptesicus fuscus,KX036362,1353,0.74,44.9,47.7,39.5,47.7,53.4
Eptesicus fuscus,KX036364,1353,0.739,44.7,47.7,39.5,47,53.4
Eptesicus fuscus,KX036365,1353,0.739,44.9,48.1,39.5,47,53.3
Eptesicus fuscus,KX036366,1353,0.738,45,47.7,39.5,47.9,53.6
Eptesicus fuscus,KX954123,1353,0.752,46,47.7,39.5,50.8,53.9
Eptesicus fuscus,LT598537,1353,0.741,45.2,47.7,39.5,48.3,54
Eptesicus fuscus,LT598538,1353,0.736,44.9,47.9,39.5,47.5,53.8
Eptesicus fuscus,LT598539,1353,0.735,45.1,47.9,39.7,47.7,53.7
Eptesicus fuscus,LT598540,1353,0.736,45,47.9,39.5,47.7,53.3
Eptesicus fuscus,LT598541,1353,0.738,45.1,47.9,39.5,47.9,53.7
Eptesicus fuscus,LT598543,1353,0.74,44.8,47.7,39.2,47.5,53.3
Eptesicus fuscus,LT909550,1353,0.745,45.9,47.7,39.5,50.6,54.3
Eptesicus fuscus,MG458313,1353,0.746,45.9,47.7,39.5,50.6,54.2
Eptesicus fuscus,MN233885,1353,0.742,45,47.9,39.5,47.7,54.2
Eptesicus fuscus,MN233886,1353,0.74,45,47.9,39.5,47.7,54.3
Eptesicus fuscus,MN233892,1353,0.739,45,47.9,39.5,47.7,53.6
Eptesicus fuscus,MN233896,1353,0.737,44.9,47.9,39.5,47.5,53.7
Eptesicus fuscus,MN233900,1353,0.736,44.9,47.9,39.5,47.2,53.3
Eptesicus fuscus,MN233948,1353,0.736,44.9,47.9,39.5,47.5,53.5
Eptesicus fuscus,MN233949,1353,0.74,44.9,47.7,39.5,47.7,53.2
Eptesicus fuscus,MN233950,1353,0.74,45,47.7,39.5,47.9,53.2
Eptesicus fuscus,MN233952,1353,0.739,44.9,47.7,39.7,47.2,53.7
Eptesicus fuscus,MN233953,1353,0.742,44.9,47.5,39.5,47.9,53.2
Eptesicus fuscus,MN233955,1353,0.741,44.9,47.5,39.5,47.9,53.4
Eptesicus fuscus,MN233956,1353,0.737,44.9,47.9,39.5,47.2,53.5
Eptesicus fuscus,MN233958,1353,0.74,44.9,47.5,39.5,47.7,53.4
Eptesicus fuscus,MN233960,1353,0.738,45.1,47.9,39.5,47.9,53.8
Eptesicus fuscus,MN233963,1353,0.735,45,47.9,39.5,47.7,54.1
Eptesicus fuscus,MN233967,1353,0.734,44.9,47.9,39.5,47.2,53.3
Eptesicus fuscus,MN233968,1353,0.742,44.9,47.7,39.5,47.7,54.2
Eptesicus fuscus,MN233969,1353,0.741,45,47.7,39.7,47.7,54.2
Eptesicus fuscus,MN233973,1353,0.737,45,47.9,39.5,47.7,53.7
Eptesicus fuscus,MN233974,1353,0.738,45.1,47.9,39.5,47.9,53.8
Eptesicus fuscus,MN233975,1353,0.736,44.9,47.9,39.5,47.5,53.7
Eptesicus fuscus,MN233977,1353,0.736,44.8,47.9,39.5,47,53.7
Eptesicus fuscus,MN233978,1353,0.736,45.2,48.1,39.5,47.9,54.1
Eptesicus fuscus,MN233982,1353,0.735,44.9,47.9,39.5,47.5,53.7
Eptesicus fuscus,MN233985,1353,0.736,45,47.9,39.5,47.7,53.6
Eptesicus fuscus,MN233988,1353,0.736,45,47.9,39.5,47.7,53.1
Eptesicus fuscus,MN233991,1353,0.737,44.9,47.7,39.5,47.5,53.8
Eptesicus fuscus,MN233992,1353,0.742,44.9,47.5,39.5,47.7,54.1
Eptesicus fuscus,MN233998,1353,0.736,44.9,47.9,39.5,47.2,53.7
Eptesicus fuscus,MN234000,1353,0.742,45,47.9,39.5,47.7,54.1
Eptesicus fuscus,MN234002,1353,0.736,44.9,47.9,39.5,47.2,53.5
Eptesicus fuscus,MN234004,1353,0.738,44.7,47.9,39.5,46.8,53.2
Eptesicus fuscus,MN234008,1353,0.735,44.9,47.9,39.5,47.2,53.7
Eptesicus fuscus,MN234016,1353,0.737,45,47.9,39.5,47.7,53.7
Eptesicus fuscus,MN234017,1353,0.739,45,47.7,39.5,47.9,53.6
Eptesicus fuscus,MN234018,1353,0.738,44.8,47.5,39.5,47.5,53.3
Eptesicus fuscus,MN234023,1353,0.737,45,47.9,39.5,47.7,53.9
Eptesicus fuscus,MN234043,1353,0.736,45,47.9,39.5,47.7,53.7
Eptesicus fuscus,MN234046,1353,0.736,44.9,47.9,39.5,47.5,53.8
Eptesicus fuscus,MN234055,1353,0.736,44.9,47.9,39.5,47.5,53.3
Eptesicus fuscus,MN384717,1353,0.742,45.2,47.9,39.2,48.3,53.6
Eptesicus fuscus,DQ666289,1353,0.725,44.9,47.2,39.7,47.7,56.9
Eptesicus fuscus,DQ666290,1353,0.726,44.7,47.5,39,47.7,56.7
Eptesicus fuscus,DQ866105,1353,0.727,44.8,47.7,38.6,48.1,57
Eptesicus fuscus,DQ866106,1353,0.727,44.6,47.2,38.8,47.7,56.5
Eptesicus fuscus,DQ866108,1353,0.724,44.4,47.5,38.8,47,56.8
Eptesicus fuscus,DQ866109,1353,0.723,44.6,47.7,38.8,47.2,56.5
Eptesicus fuscus,DQ866110,1353,0.723,44.3,47.7,38.8,46.3,57.3
Eptesicus fuscus,DQ866112,1353,0.724,44.6,47.5,38.8,47.5,57.1
Eptesicus fuscus,DQ866116,1353,0.723,44.3,47.9,38.8,46.3,56.7
Eptesicus fuscus,DQ866119,1353,0.725,44.6,47.7,38.8,47.2,57.3
Eptesicus fuscus,EU086182,1353,0.726,44.6,47.7,38.8,47.2,56.3
Eptesicus fuscus,EU086183,1353,0.724,44.6,47.9,39,46.8,56.3
Eptesicus fuscus,EU828653,1353,0.719,44.3,48.1,38.6,46.1,56.6
Eptesicus fuscus,FJ561726,1353,0.72,44.5,48.1,38.8,46.6,57
Eptesicus fuscus,FJ561727,1353,0.721,44.6,48.1,39,46.6,57
Eptesicus fuscus,FJ561728,1353,0.723,44.9,48.3,38.8,47.7,57.2
Eptesicus fuscus,FJ866829,1353,0.721,45.2,48.8,39,47.7,57.4
Eptesicus fuscus,FJ866830,1353,0.72,44.8,48.1,39,47.2,57.6
Eptesicus fuscus,FJ866831,1353,0.723,44.8,48.3,38.8,47.2,57.4
Eptesicus fuscus,GQ472468,1353,0.726,44.6,47.5,39,47.5,56.1
Eptesicus fuscus,GQ472470,1353,0.728,44.9,47.7,39,47.9,56.3
Eptesicus fuscus,GQ472473,1353,0.726,44.4,47.5,38.8,47,56.4
Eptesicus fuscus,GQ472477,1353,0.724,44.6,47.5,38.6,47.7,56.9
Eptesicus fuscus,GU358653,1353,0.725,44.7,48.1,38.8,47.2,56.2
Eptesicus fuscus,HM486355,1353,0.725,44.5,47.5,39,47,59.6
Eptesicus fuscus,HM486356,1353,0.725,44.5,47.5,39,47,59.7
Eptesicus fuscus,HM486368,1353,0.725,44.4,47.2,38.8,47.2,56.6
Eptesicus fuscus,HM486369,1353,0.725,44.6,47.7,39,47,59.6
Eptesicus fuscus,HM486374,1353,0.724,44.6,47.5,39.2,47,59.4
Eptesicus fuscus,HM486379,1353,0.725,44.6,47.5,39.2,47,59.7
Eptesicus fuscus,HM486381,1353,0.721,44.9,48.6,39.5,46.6,56.5
Eptesicus fuscus,JF819605,1353,0.721,44.9,47.9,39.7,47,59.1
Eptesicus fuscus,JF819615,1353,0.725,44.6,47.5,39.2,47,59.5
Eptesicus fuscus,JN974823,1353,0.726,44.8,47.9,38.6,47.9,57
Eptesicus fuscus,JN974824,1353,0.723,44.5,47.9,38.8,46.8,56.5
Eptesicus fuscus,JN974828,1353,0.727,44.6,47.5,38.8,47.7,56.6
Eptesicus fuscus,JN974829,1353,0.727,44.6,47.5,38.8,47.7,56.2
Eptesicus fuscus,JN974838,1353,0.721,44.6,48.3,38.8,46.6,56.9
Eptesicus fuscus,JN974842,1353,0.727,44.8,47.9,38.6,47.9,57
Eptesicus fuscus,JN974845,1353,0.729,44.7,47.7,38.6,47.9,56.8
Eptesicus fuscus,JN974870,1353,0.724,44.3,47.2,38.8,47,58.9
Eptesicus fuscus,JN974871,1353,0.726,44.4,47.2,39,47,59.8
Eptesicus fuscus,JN974872,1353,0.724,44.5,47.5,39,47,59.5
Eptesicus fuscus,JN974873,1353,0.723,44.4,47.5,38.8,47,60.5
Eptesicus fuscus,JQ970480,1353,0.731,44.8,47.7,38.6,48.1,56.8
Eptesicus fuscus,KT221107,1353,0.728,44.6,47.7,38.4,47.9,56.9
Eptesicus fuscus,KT894558,1353,0.73,45,48.1,39,47.9,57.4
Eptesicus fuscus,KT894572,1353,0.727,44.7,48.1,38.6,47.5,57
Eptesicus fuscus,KT894573,1353,0.728,44.5,47.9,38.6,47,57.3
Eptesicus fuscus,KT894577,1353,0.724,44.7,47.5,38.8,47.9,55.8
Eptesicus fuscus,KT894578,1353,0.725,44.8,47.5,38.8,48.1,55.8
Eptesicus fuscus,KX148264,1353,0.726,44.7,47.9,38.8,47.5,56.2
Eptesicus fuscus,KY451767,1353,0.727,45,47.9,38.8,48.3,56.8
Eptesicus fuscus,MG201879,1353,0.726,44.7,47.5,39,47.7,56.4
Eptesicus fuscus,MG201880,1353,0.724,44.4,47.5,38.8,47,56.3
Eptesicus fuscus,MG201884,1353,0.726,44.6,47.5,38.8,47.7,56.3
Eptesicus fuscus,MG201919,1353,0.727,44.8,47.5,38.8,48.1,56.5
Eptesicus fuscus,MG201921,1353,0.731,44.5,47.2,38.8,47.5,56.4
Eptesicus fuscus,MN784132,1353,0.727,44.6,47.5,38.8,47.7,56.6
Eptesicus fuscus,FJ598135,1353,0.73,43.9,47.2,39,45.5,59.5
Eptesicus fuscus,FJ712195,1353,0.736,44.6,47.5,39.2,47,57.2
